,Speech,Product
9074,feeling significant portion rs lakh crores  rupee notes must gone shady launderers political parties thugs crores indians sweated get one two  rupee notes,OAG
9075,almost socalled secular intellectuals deep desire clothe level scholarship halftruths,CAG
9076,secularism nothing policy getting votes innocent people,NAG
9077,need work standard match,CAG
9078,hatred towards cultures show youre ignorant need qualified,OAG
9079,hey ur tv anchor latha perturbed win trump good india,CAG
9080,line transections shall applicable  political parties,CAG
9081,dont give importance turkey real friend pakistan support pakistan many forums due muslims,NAG
9082,dont subscribe way waking u want wake hearing azan bhajan use alarm tune want hear someone calls make ringtone want hear spare time plug earphones,OAG
9083,think one day longer hindu terrorist disappear earth especially good hindus kick politics teach lessons,OAG
9084,accusing bjprss imposing ideological political cultural vision everywhere yadav said nda regime situation jammu kashmir northeast south become tense fragilemay warn government policies spin jk situation control amount success jinnahs twonation theory said congress general secretary digvijaya singh also attended event asked progressive forces wage united fight bjp rss basis issues ideology,NAG
9085,looks like movie launch bike launch,CAG
9086,salute father time sets eample pseudo seculars always find dirty politics anti nation act try mileage minority centric politics,OAG
9087,usama fahad people like u working ovet abroad oyher nation cant speak abt dvelopment origin state,CAG
9088,darun movie,NAG
9089,smart move kumar well said common ppl nation doingare timid nd cowards yes fight among look usa ankh uthakar mere desh ya desh vasiyonko dekha nich lenge,CAG
9090,able help illiterate people internet sounds good,NAG
9091,find pond nearby rest understood,CAG
9092,great national also peoples indian world,NAG
9093,situation equally bad tamil nadu illegal beef stalls cows areslaughtered state including capitalcity chennai,CAG
9094,instead fiing error deleted comment fuk ndtv,OAG
9095,give man credit speaking mind loudspeakers banned matter place nuisance hurts old people animals children human beings religion faith personal private doesnt need loud advertisement,CAG
9096,committy rates gone rupee value still old currencies huge politians corporatesno foreign policies pak killing jawans daily helpless total failure bjp rule,CAG
9097,govt want anything erode morale startups electronics secy,NAG
9098,speaking bjp parliamentary meet eligible hear speech citizen india,CAG
9099,market highlight dim get sunlight need market photosynthesis happen come anuj current news,NAG
9100,coz preaches different religion doesnt stop affectionate towards muslims never raised question akhilesh yadav,CAG
9101,hi shall bottom range nifty worst scenario april series,NAG
9102,pity still dont see fraud ak doesnt hold portfolio delhi cabinet doesnt relinquish cm post continue convener one question spending time goa punjab party campaign,NAG
9103,babies sleep night lol nice tagline better rs tagline,CAG
9104,high court stupid yogi never asked licensed meat shops shut high court epect,OAG
9105,thats development progress india unstoppable modi job indian epress want become pak epress dont try mess modi,CAG
9106, current inventory  months old pawan goenka,NAG
9107,http indianepresscom article india fatwaissuedagainstrealitysingingstarnahidafrinbyclerics dear indian epress feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists dont even know difference fatwa appeal fatwa nonbinding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed  men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa epect apology side mistake,OAG
9108,another substandard dialogue bhakths,CAG
9109,sacrificed lives nation death dhould go vaina strong retaliation carried agsinst pakistan,NAG
9110,people depositing amount bank black money holders deposited money black money,CAG
9111,pity hear prime ministers speech even single sentence sense mouth mouth dialogue knows knows talk psychological speech give spirit mind nothing else,CAG
9112,hope wiil part kgp net life,NAG
9113,terrorist groups,OAG
9114,well return indian army kill paki soldiers big deal looking solution end skirmishes go net  years progressive developing nation indias responsibility find alternative,NAG
9115,saw video speach looked like comedy show russel peters names congress men audience laughing full fill charecters pm country huge financial trouble oppostion accusing bribe answer point proof kind sarcastic reply unprofessional,OAG
9116,visit chennai electricity last monday yesterday evening got power area atms working due poor network swipe machine also working could make digital india kind situations speak peoples say anti terror truth comes also nobody understand,CAG
9117,main person raised voice black money newseverybody forgotten,CAG
9118,hearty congratulations ap cm cbn state year award,NAG
9119,cant blame untouchables india born life hell,NAG
9120,smriti irani offer bangles manmohan tragic attack yes right offer modi bangles even bra,CAG
9121,bjp aap time corruption congress rule mr hazare,CAG
9122,india find soon socide attcks mojahedin come india soon,OAG
9123,understand difficult answer every stock dont give overall view industry particular stock,NAG
9124,razi ashraf epect net new story secularists us president rss sponsored candidategreat,CAG
9125,aaptards abuse anna,CAG
9126,sachin injury never hurted performance past record reveals got peadiatric home surgeon working  hours,NAG
9127,latha venkateshplease dont show teeth valentinedont senseless personthough r little bit underdeveloped mentally,OAG
9128,much military spending everywhere indian military stocks moving,CAG
9129,nice,NAG
9130,almighty shall never forgive responsible killing innocent civilians religion endorses criminal act unfortunately people carry barbaric acts name religion india never forget death  innocent people fell prey terrorist attack took place mumbai  injured undergoing treatment pakistan along denying presence wanted criminal country truth ultimately come light proved pakistan responsible vitiating atmosphere india help criminals provided shelter backyard,NAG
9131,know songs shitt downgrading nowadays wants grab peoples attention using bitter words create mess among people hope people strong avoid sonu nigams shiittttt coming mouth never divide,CAG
9132,political parties going decide everything us days,CAG
9133,quit indiabest policy,OAG
9134, pak posts gave cover fire pak bat razed ground army sources tell even beginning indias real response,NAG
9135,seller cafes seems innovative fleible backend shared ecosystem gr,NAG
9136,still brainwashed think terrorism religionwhich terror organisation terrorist attacks world ulfa r hindus muslims  conformed terrorist attacks terror organisation maimum killings world ltte killed  innocents  times isis lra christian terrorist organisation killed innocents alkhyda ever seen western media western media propaganda portray terrorist muslim reality r dormant nonmuslim terror organisation across world like ira eta antimatter bala maoists kkk raising path etc,OAG
9137,insane guys goons shuld punished,CAG
9138,annaji fool uulluu banadiya jata hai haramkhor ko bjp dwara,OAG
9139,doordarshan become puppet bjp work according benifits,OAG
9140,telling forums talk gst boost interstate sale like euro europe,NAG
9141,royal enfield bullet seems duplicate lot problems original old bullet,NAG
9142,okay sec assuming women raped jawans dont produce evidence yes please dont pick guns hand bring facts social media help thinking pakistan ever help totally wrong using guys firing behind ur shoulders thats army losing life interested shooting tell really wanted kill really hard nut crack shoot pakistan misguiding try think,OAG
9143,syed anna alone drama kejrijoker anna doesnt kejrijoker want anna kejrijoker power,CAG
9144,fake site says crashes try hours bad ## ##,NAG
9145,gazette  national holiday increased  list national public holidays india  includes demonitisation  days,NAG
9146,burnol plz,CAG
9147,yes time mr kejriwal aap face truth change way work,NAG
9148,bahubali parts watched bahubali  saturday awesome moviehouseful dubai cinemasit really deserves,NAG
9149,best pm world koi aapko kuch bhi bolepar aapne sabko hila diya whatever decision u take always best,NAG
9150,case theft assam ban beef presstitutes give cow protectors angle,OAG
9151,folks stands israel lives usa supports apartheid killing palestinians treating nonjews like second class citizens jews also like play victim card throwing antisemite card guess one feels sorry jews done fine backs others spare jew lives matter bs take hypocritical hate elsewhere,OAG
9152,btw yogi asking rape dead muslim women liea lie propagated mediait fringe element gathering media tagged yogi saying,CAG
9153,thanks jio network helped lot getting self trainned new technology internet access around,NAG
9154,ek bar odr modi ki jarurat nai  sar lanay ki maray jawan hi lakar rakhdangay  ki jgay ,NAG
9155,pak army professional army violate even indian army,CAG
9156,pak army attacked within  metres indian army keep eye control roomso army attck entering boundries,NAG
9157,farah kaun janta hai inhe,CAG
9158,bot powered prince fadii see bot speed india tv c h h r r saturday  april  like back india tv comment late  detik auto comment prince fadii babybottk,NAG
9159,responsible required congressbjp unbiased approach,CAG
9160,accident wife ki death hue aman mani accident bach gaye accused go gaye facing trail,CAG
9161,wouldnt respected mother working work got giving respect mothers best eyes children given lot raise working non working,CAG
9162,kkr lose mistakes,NAG
9163,repercussions making uneducated person pm still lot come regret vote modi,OAG
9164,vijayan ashamed never seen hypocrite cm belongs party dirtiest record killing millions people around globe stalin mao ruler ruthless hitler,CAG
9165,hes silent every move hes respect hes another bhakth,OAG
9166,issue created india india dont want solve problem kashmir,NAG
9167,ak stupid person born earth,OAG
9168,shireen sonia reema ekta latha surbhi nigel varinder smart work trumps hard work,NAG
9169,congress gives trigger modi turning gun towards provokes result seen dogs loyality parampara,CAG
9170,post pramit chatterji shared corruption keeps happening broad daylight nobody panics part plan part system one move everybody loses minds,CAG
9171,mine oppositelike actor dislike greedy opportunistic,OAG
9172,stricken law improve life standards common man,CAG
9173,economy come standstill serious implications gdp,NAG
9174,matter sleep hindus please look per hinduism true hindu one awake brahma muhoorat sleep time early morning hours  brahma muhoorat hindu sleepingadhan matter minutes according science early wakeup keeps person happy sleeping till late spoils ones healthwellit matter fact area prayers temples held early morning chanting mantras take place loudspeaker early morning quite long time though area  muslims never opposed hindu orthodo destructive minds raising eyebrows matter minutes azan recited couple minutes secular indian citizen much important restrain fascist forces stop create unhealthy environment secular great countryour state secular state donot misuse opportunity given develop nation make dont break live let others live peacefully,OAG
9175,ie idiot read https wwwfacebookcom godsameer posts ,OAG
9176,sukma naal attack irked entourage bursting crackers family crpf jawan sher mohammed refuses meet bjp mla v solanki,NAG
9177,sir j berger paint idfc bank ambuja  stocks enter rite time plzzz tell,NAG
9178,mr jaitley balancing acts view upcoming assembly pollsthe union budget epected entirely corporate friendlythe govt considering waiving interest loans taken farmers marginal rise train fares likely govt considering providing social security coolies constitute unorganised work force  percent indirect ta collections come oil gas sector seen rise international pricesthe govt stop announcing immunity black money hoarders frequent announcements immunity raises question strength govts enforcement machinery,NAG
9179,afrin still maintain fatwa using fake fatwa generate free publicity cost community,OAG
9180,govt policies implemented civil servants yet ones corrupt modiji policies succeed eg bank managers taking cut converting black money new notes crores wonder new notes general public,CAG
9181,someone slap face throw chappals make realise common people aresuffering incompetency resign surrendered independent nature rbi govt,NAG
9182,hi sir ongc may take control hpcl whats thought,NAG
9183,chinese leaders using veto tp protect terrorist pakistan liars,CAG
9184,brain clay customer shape brain amanico,OAG
9185,really obscene thought really owner unsound mind net owaisi,OAG
9186,road finance minister travelling congress roads,CAG
9187,whose airport look like let us know comments,NAG
9188,soldier taken name pm print media uses words,CAG
9189,hi renamed sirish bunder,NAG
9190,grand salute making us proud also sponsors,NAG
9191,secularism means respecting religion,NAG
9192,news falls category special effects oscar nominated news,CAG
9193,gajapati raju cool kicked idiot parliament,OAG
9194,nice move want leave habit chewing gutkha one telling alternative know bad habit truly soothes mind cheaper alternative ingredients,NAG
9195,problem religions forces part yeah support im issue wholeheartedly,CAG
9196,good another perspective ones athlete achieves evry bdy wants chunk associated thembut wen struggling preparing pay heed sporting needs feel proud girls dont loose sense realism lacunae system prevents nation representatives onesith humanity respectable medal tally olympics,NAG
9197,happy birthday highness,NAG
9198,pak agens,CAG
9199,thats sure put shirt horse,CAG
9200,mohammad raza saying responded,CAG
9201,ok agree appointing lokpal mistake please dont bring cow every issue supreme court asked central governement abt ideas protect cattle goverenment suggested aadhaar unique identity u better idea file pil supreme court let supreme court suggest gov method follow,CAG
9202,must epose rapists come know religion caste education family values level barbarismbjp cant change degenerate nasalonce come know segment produces barbarians monitor criminal activities betterit might people deliberately causing havoc bjp ruled states delusional religion,OAG
9203,bjps yogi adityanath chosen net chief minister uttar pradesh wow,NAG
9204,powered adarsh sharma aaj tak bot fire tue  may  like back aaj tak like comment late  minute  sec bot adarsh sharma webotterga server,OAG
9205,anna hazare ji aap chunaav ke samay hi kyon jaagte ho arvind kejriwal unlike come open fighting system whereas comforts village guts match chela criticise without anything meaningful hero upon time today one left battlefield save skin basque flattery jhoothi glory,OAG
9206,right,NAG
9207,mohamed sakhir carry fake secular stories also read newspapers tv channels way censoring secular violences reporting debatingif makes happy nothing comment,CAG
9208,dont know people blaming govt awarding deserve difficult win medals level biggest hypocrites ever please guys due respect dont compare anyone soldiers way much ahead patriotism commenting fb gonna help thing agree better facilities proud medals also participated also poverty different issue altogether,NAG
9209,tv reporter impute knowlege caseagainst cmcan cm omnipotentto know person sharing dias ishe even nametv channels arewith news blame cm pmthis regular business,CAG
9210,people every step modi may black money,CAG
9211,shivshankar thakur nothing show r low life scums neither knowledge history capablity see stark failures communism dont even get started economic insight retard economic literacy commie commenting love china think shud disenfranchise send china maybe tibet would fun watching die hands peoples army eternal bliss,OAG
9212,every script psu inde bought futures giving almost k return,NAG
9213,mms puppet,OAG
9214,khan need worries,CAG
9215,nice,NAG
9216,indian prestitutes focussed zaira khan dungal girl facing embrassing situation debated wbengal moulvi serving fatwas instead international champions equalitydonald trump probably made remarks media keeping mind indian prestitutes,OAG
9217,lic housing lot  lt  lots should hold,NAG
9218,cpm trough  time ban terrorist organisation,OAG
9219,much respect father kill spread enmity hatred society,CAG
9220,india remain top growing economy pharma downgrade sector due global prtoectionis policy,NAG
9221,sub ret high court judge lady dies hospital due nonavailability new currency ii law govt rbi prosecuted causing deaths negligence u  ipc etc november  evening business tv channel magic bricks one panelist justice ret f saldanha said housing society mumbai lady heart problem hence family members neighbors including justice ret f saldanha took nearest private hospital died family new cash currency meet demand hospital negligent driver prosecuted punished killing person car truck organizers management public functions utilities prosecuted punished case fire due negligence people get killed similarly authorities officials government reserve bank india also prosecuted punished negligence demonetization allegedly killed  persons mentioned http wwwalwihdainfocom oppositionprotectinggovernmentandrbifromprosecutionundersectionaipcetc_ahtml epected justice ret f saldanha take matter logical legal end would get justice victim family relatives friends getting goi rbi hospital authorities prosecuted negligence etc illegal demonetization program caused death lady regardsemail hemraj_jain yahoocom,NAG
9222,make india  cr population cant make jet indians ruling world,NAG
9223,pretty zinta real woman doesnt belong gang dumb beauties bollywood respect,CAG
9224,women nowadays suffer etreme anger modernism would take away old traditional motherhood soon quite evident many instances knowns unknowns,CAG
9225,irresponsible politician taken seriously due altitude compromising national security also demoralizing inidian forces condemned,OAG
9226,uneducated comments ability pm,OAG
9227,news completely false baselessthere nothing official kuwait,CAG
9228,announce money looted politician govt officer,NAG
9229,decline digital transactions two successive months goes governments stated objective scrapping highvalue currencies moving towards less cash economy,NAG
9230,could come within indian border indian forces went,CAG
9231,wakeup call bjp dont give importance corrupt congi leaders,CAG
9232,rbi also given credit immense support,NAG
9233,anything bps atrocious ewallets get wiped psu banks support wallets etra cost govt directive,NAG
9234,aah agenda news co asks users share particular issue,NAG
9235,feel indian gets altercation white us clearly tell indian hindu mistaken arab better safe sorry,OAG
9236,first dogs like digvijaya singh need put sleep one must analyze pakistan,OAG
9237,keep respect free flowing disrespect earned,NAG
9238,advt celebs dont endorse image image like,CAG
9239,aaptrds abuse anna hajare,NAG
9240,one worst cm always sleeping opened mouth dalit muslim wards came chya value hindu people karnatakahe using low cast people vote bank  rss  bjp karykarta dead till jammu wb kerala karnataka affected jihadi activities,OAG
9241,stick singing,CAG
9242,fin homes lic housing finance long term,NAG
9243,turning radius bajaj bikes like ashok leyland,CAG
9244,shiva shiva shiva shiva shiva shivaya ecstasy shiva celebrating coolest,NAG
9245,gst digital control rights eyed us republicans india independent pay money us politicians even david headley sent attack india   roads needed today increase taation gst total corruption aimed crippling stagflation economy,CAG
9246,lallu fodder scam u r bannedshut,OAG
9247,copying american hahahaharapeistan still levelstop dreaming tioletistan,OAG
9248,wet dreams moron destroyed pakis  times past anytime,OAG
9249,bjp leaders greedy looted indian population money demonetisation indian currency note  ,OAG
9250,great sidduji congratulations,NAG
9251,illness mind take art art sake fine,OAG
9252,yupits truthi know make filing innocent people dont go airtel,NAG
9253,plz fund players tat win medals india,NAG
9254,seriously man guys report like newspaper belong country,CAG
9255,v soldiers bro politicians sidez benefitting conflict,NAG
9256,railway minister ca delhi cm engineer failures railways blame minister ca failure delhi prosper blame cm engineer similarly cmo might doctor administrative post hope helps sorry wont come levelwhen fight pig get dirty pig actually likes playing mud,CAG
9257,must declared national shame,OAG
9258,u bloody morons u killed lacs people kashmir u weeping ua  dogs,OAG
9259,neha singh abhilaashee certificate made simple point person writing suffering bias cannot taken neutral far googling anything concerned google credible sourceit throws result based available internet lot troll websites making numerous claims counter claims know source information cant comment,CAG
9260,sad day sikhs react incident play hands indian goverment country denied justice  sikh genocide gave widow colony heart independent india delhi gift sacrifices weak people country good giving girls produce taimur proudly long india keep promoting face indian currency real hero baghat singh nation slowly parish stop promoting weak british agent kids,CAG
9261,ehy hasnt spoken riots bengal,CAG
9262,need get reality check toolook aroundvision good combined ground work,CAG
9263,shirish kunderlooks like peoplewhomatter shunned indian epress utter desperation catching hold tom dick harry would give sound byteits bottom respected paper stooped,OAG
9264,udhav much cards lost charm,CAG
9265,every time anuj finishes sonia starts speaking oh yes hahaha every time,NAG
9266,salman madarasithe problem like quran holy u way cow holy u right kill beliefs dont right,CAG
9267,ladies talking natural resource news flatulencesounds greatplease fi silencer mouth,NAG
9268,dignity comman man comment news item,NAG
9269,vishnu tallapragada true pakistanis bangladeshis r discriminated saudi,OAG
9270,hi anuj sonia please give view move hindalco today move sustainable,NAG
9271,bangladesh called  lol pakistan victories epic lol,OAG
9272,misuse aadhar used card identity proof strictly,NAG
9273,bf son madam,OAG
9274,standards journalism indian epress practices,CAG
9275,,NAG
9276,least one raised voice anyone pray using loudspeaker everyday time acceptable,CAG
9277,one dont hv quality run ransom amount work fr  yr alsonothing happenit need dedication special raw talent,NAG
9278,bjp opposed congress proposed  thing double standards,CAG
9279,anuj sonia views kaya ltd long term,NAG
9280,levels epected maruti results,NAG
9281,fenku pm none election promise fulfilled better go sell chai,CAG
9282,bad fellows even common man predict monetary policy guys cant live,NAG
9283,new drama happy freebies received seems,CAG
9284,first seize guns north india,CAG
9285,totally agree indian army cheifs statement kashmiries take violent route order achieve freedom rest protesting non violent protests,NAG
9286,anna hazare playing tunes bjp silent wrong doings bjp may problems rule kejriwal maybe sort authoritarian limited powers implemented lot welfare measures shouldnt ignore bjp hand undoing india killing social fabric man like anna hazare maintaining dreadful silence attack africans dalits minorities name beef anna,CAG
9287,dont guts go bengal people  community r killed harassed regularly activist r afraid raise voice zaira wasim getting threats called separatist actually terrorist sorry say r fukng bunch coward,OAG
9288,rcb today win match,NAG
9289,go kerala west bengal see situation hindu people cpi ruling people india already decided terrorist party thats bjp everywhere india send photos rally  people attend rallyin manglore,CAG
9290,gave fiery short cut jaat  hijda hoores ham lover mahammad waiting eagerly,CAG
9291,big deal,NAG
9292,pm something full scale war whatever takes revenge please first time pakistan get appropriate retaliation,OAG
9293,religious noise must banned,OAG
9294,two post destoried indian tank went side pakistan killed  soilder,NAG
9295,paid media trying creat rift aap party logical citizen buying,CAG
9296,gandhi killer ram nathu temple indiabig shame  india,OAG
9297,attention indians launched false flag operations claimed pakistani forces infiltrated loc killed mutilated bodies two bsf jawans claimed location heavily mined fenced constant indian army surveillance citing attempted infiltration kashmiri militants obviously attempt sway international community away atrocities committed indian occupation forces unarmed kashmirispreviously drama done fool indian population election time god know mind simply evil end people india suffer one way,NAG
9298,version secularism rss believe secularism,NAG
9299,hilarious great one mate,NAG
9300,shirish kunder dud remember#joker lol,OAG
9301,fmcg sector get rated coz gst cmg soon,NAG
9302,modi main culprit gujarat wo jail h prime minster dont think modi culprit,OAG
9303,happy mothers day,NAG
9304,national waste lokpal,NAG
9305,first time history gdp country photoshoped  realisticyou manipulated data give every harwad economist free hand check truthit must  gdp actually studiedhard work bjp manipulate economic data awesome,CAG
9306, decades party run coutnry one man rule formula even sonia post still remote controlled pm guts say something one man rule bravo congressi super cheap,OAG
9307,naidu also claimed bjp government moving forward holistic approach citizens also involved initiatives aimed betterment,CAG
9308,tilling soil done gain better foundation roots pest better irrigation better space given crop better quality yield basics cultivation financial discipline,NAG
9309,vvvvvvv miss planed move loss nation business black money pm modi talk,CAG
9310,ram nath ji goenka must feeling shame successors,OAG
9311,even single goal congress govt achieved last  year ecept corruption high inflation,OAG
9312,shah rukh kahn must nbe given punish seroiusly ou acting lke girl,OAG
9313,really bad one hand govt giving incentive go digitalon hand charging going digital,NAG
9314,one foolish ak would voters,OAG
9315,developing energy ur giving corporate companys indian formers,NAG
9316,hahahai dont need advice anyone journalismi know dogood day,NAG
9317,hog wash rich getting richer n poor getting poorer middle class hung,CAG
9318,moni singh ppl challenge loose,OAG
9319,whether slight mismatch address blocks adhaar pan linkage solution,NAG
9320,tamil nadu chief minister panneerselvam resigns,NAG
9321,india killing people says done pakistan,OAG
9322,happening routethis happening routes inspected speed controller fitted every bushope rto would take steps control things,NAG
9323,neither sikh hinduits indian faces pakistanyou bloddy coward,OAG
9324,soon paid reliance jio download speed gone worse  g speed,OAG
9325,indian epress making viral like made cheep thrills,CAG
9326,body supports jnu najibs mother much support nahid afrin islam sharia,CAG
9327,pakistan may wrongly thinking pak superior nation support china big nations pak forgetting every nation recognize pak fear strong indian nation neighbor pak duty respect india become one afgan syria careful pak,NAG
9328,jatin makwana bjp said implementing lok pal impossible isnt protesting,NAG
9329,take permission crap streets,CAG
9330,isi agent bjp cell,OAG
9331,http indianepresscom article india fatwaissuedagainstrealitysingingstarnahidafrinbyclerics dear indian epress feel sorry write journalists misinterpret events present distorted manner make sensational headlines news upcoming singer nahid afreen prepared without proper research investigation sad see journalists dont even know difference fatwa appeal fatwa nonbinding legal opinion issued qualified jurist mufti request someone unable understand religious guidelines whereas leaflet circulated presented fatwa hard copy appeal signed  men believe religious practices merit appeal discussed many grounds many dimensions first foremost appeal called legal opinion fatwa epect apology side mistake,OAG
9332,cry,CAG
9333,cant compare trumps america modis india beyond point murderers end convicted prisoners end glorified politicians,CAG
9334,something new interesting waiting see full video,NAG
9335,protest underthoughts acts cant keep home hv  pay withdraw wat,CAG
9336,hypocrisy bestshe never blamed mahesh bhatt nepotism casting emraan movies made bannerhe hand runs pathetic show shows gossiping rich people without anyconnect issues societyso pls dont feel badu never know might publicity stunt one upcoming films,OAG
9337,gud one im buying future today cheap bargain price,NAG
9338,accounts policy applicable saving accounts current accounts,NAG
9339,escorts correct due avrg monsoon,NAG
9340,sk bill carney pity ignorance,OAG
9341,shut cannot dragon warrior left right centerndtv,CAG
9342,correct bro every iitians get hefty packaged offers us big country get really iitians india rejected offers dont know subsidies going pay appro  lakhs per annum fees still dont find level facilities,CAG
9343,lolkejriwal dude already taes went,CAG
9344,pork available plenty shops nobody cares concerned much pork cheap rates dietary nazis allowed,CAG
9345,jio gave back best young days back best used smartphone getting product life thanks,NAG
9346,vemula karthik hindus eat beef beef mostly cows people beefand dont start thinking religion every trivial issue like eat coming recently parties like iuml bjp trying incite communal violence see way destabilize keralabut havent much luck yet,CAG
9347,india fake fragile unatural union build british control poor masses become monster minorities neighbors almost  indian land direct indian army control commit grave human right abuses notorious afspa kashmiris hate india brutal illegal occupation land shameless india called upper class hindu elite doesnt want free kashmir political gaines india country run etremists apart israel,OAG
9348,sorry sad loosing high calibre geniune real manyour land service wish u become fm one fine day still lots offer country,NAG
9349,ur top pyramid u go u see lot corruptionur bureaucracy failed u disastrous blunderbuss decisionmmay god help u modiji,CAG
9350,dont govt form special force target eisting naalites group diff areas n kill,CAG
9351,gupta g dont look injustice women one angle im support triple talaq say alcohol ruining families,CAG
9352,whichever party comes power punjab centre wont let function bjp get support centre delhi neglected due,CAG
9353,sanjiv use burnolson beef tikka,CAG
9354,state gujrat wiped,CAG
9355,need improve market outlook analysis fast people turn bullish bearish  point rally nifty correction would change whole perspective pls little responsible dont find ecept spt one else worth listening analysts panel,CAG
9356,even many price hike operational efficiency poor thats correlate minister efficiency talk bullet train flying train etc,CAG
9357,moment silence think ban beef herehave heard porotta beefits sort staple delicacy hereand see mother look cow  stomachs u guys come,CAG
9358,know turkeys president recap tayyip erdoganthe turkish economy   caused growth  real gdp  increase gdp per capitaerdoan inherited debt  billion imf reduced  billion  decided sign new deal turkeys debt imf thus declared completely paid announced imf could borrow turkeyin  fiveyear credit default swaps turkeys sovereign debt trading record low  nine eu member countries russiain  turkish central bank  billion reserves amount reached  billion  erdoans leadership inflation fell   under erdoans government number airports turkey increased  between   another  km epressway builtfor first time turkish history high speed railway lines constructed countrys highspeed train service began   years  km railway built  km railway renewederdogan put greater investments healthcare system predecessor part reforms green card program provides free health benefits poorerdoan increased education spending  billion lira   billion lira  highest share national budget given one ministry number universities turkey nearly doubled    october in   lira   lira even recent turmoil,OAG
9359,get well soon sonu supporters note indians secular indian behaves like insulting religion let religion first note isnt true indian threat country make religious despite cause religious difference people thus new indian isi born #getwellsonu,OAG
9360,sonia good time buy irrigation stock jain irrigationbudget theme,NAG
9361,west america adores people india thats constantly hating cant support root bees knees hollywood right deserves tremendous support well wishes,NAG
9362,dont get water day leaving aside called sanskar steal somebodys water,NAG
9363,yes course unless passionate brand,CAG
9364,fetch votes become mpmaking fools,CAG
9365,plse focus politions hawala holders big companies comman man always haopy,CAG
9366,sonu nigam currently home god slum area stay coloured nowadays small society also generators inverters singer like sonu nigam current home didnt pay bill stay slum area jhopadpatti nowadays slum area inverter,OAG
9367,corruption queen needs investigated loot,OAG
9368,news jansatta,NAG
9369,nidhish muralidharan nair feel one day may convert also realise understand following,OAG
9370,supposed say mrsinghat least learn could done make india curroption like saved us  bop crisis,CAG
9371,policemen share spoils donald trump justin bieber,CAG
9372,cnbc owned reliance ambaniso appreciate courage write demerits demonetisation,NAG
9373,get enough salaryand paid big bucks arent morons knows kill rape innocent people,OAG
9374,rss puppet speak rss says,OAG
9375,dont mislead people hate voted,CAG
9376,modi ji words today man ki bat,NAG
9377,muslim never peaceful communities bro action speaks louder words,OAG
9378,fair treatment majority also works please understand jai maa bharathi,NAG
9379,indian army admitted pakistan army successfully conducted #surgical_strikes inside occupied territories kashmir killed two desh bhakts releiving disgrace national toiletless nationacvording indian authorities pak army intruded indian territory killed two indian soldiers laugh cup tea biscuits mutilated bodies went back barracks tell rubbish happening indian border forces watching mia khalifa sunny leone bahuboli movie,NAG
9380,chetan girase tumhara media fake news say tum ko pagel bnata rhta hayfool blochistan may india ko gali thi jati haay,CAG
9381,maybe u could live pod night,NAG
9382,cm cross law must jail,CAG
9383,hey megha vishwanath used watching rocking anchorwill take time like transition,NAG
9384,gula family involved,CAG
9385,bjp chamcha old lier agitating  lokpal,OAG
9386,abvp shout anti national slogans camouflage malign great institution hence police nia never arrest themvindicated seriousness greatness,OAG
9387,agar sharukh khan ye bol deta k hindu disturbed navratri poojan mandir pujan loudspeaker tab sharukh khan desdrohi hota aaj sonu nigam ko support mil rha h wah log,OAG
9388,tanveer sameer obviously one likes u feel hindus bashed everytime every festival whether navratri diwali agree one critices others practices go ways shouldnt biased everytime,OAG
9389,ur dreamer eecutor check past wars,NAG
9390,saurabh shinde wht mean least ist confermed wht reality,CAG
9391,pakistan terrorist country everyone knew entire get united blot name terrorist,CAG
9392,sp tulsian ws reason nmdc downmove keeps retail tempted,NAG
9393,nowadays problem everyone sings azan sounds irritating indian maulanas dont know sing perfect azan otherwise sounds soothing like https youtube lgwghcu,OAG
9394,wrong decision rules poor people reach peoples always rock,CAG
9395,sir lwe activities way relate adibasi sc st development group left supporters eploiting local inhabitants stringent action people required,NAG
9396,time loudly denounce kind element threat humanity,OAG
9397,dznt even deserve  live india itz country kick,NAG
9398,raj deep old news indian women parliamentary decided,NAG
9399,ager daud balast na karwata toh shivsena muslmano ko jine nahi deti,CAG
9400,doubt announce wont launch bajaj dominar depressing event,CAG
9401, dare say im wrong,OAG
9402,fm made us unhappy,OAG
9403,actually correct pointwith monumental capitals data hands large businesses going render small medium big indian businesses powerless,NAG
9404,china wants market sell goods purchase anything,NAG
9405,tamil nadu particular disproportionate number illiterate people people opposition party even worse kerala hand changed dramatically incidence corruption minimum,CAG
9406,lets mallya bikini photoshoot calendar,NAG
9407,global spending epected grow     vs   nasscom,NAG
9408,yes wat abt baloch sindh killings afghanis pashtuns stfu bikhari,CAG
9409,jan lokpal dumped kejriwal,CAG
9410,wat indian army waiting fori think orders upper levellol,NAG
9411,mam  motilal oswal financial  give  year tgt,NAG
9412,omg love one nail dress better peecee absolutely one u rock,NAG
9413,riots occurring bcoz people faith police judiciary jealousy politics,NAG
9414,u pay shedding innocent blood whole world,OAG
9415,great pm ji also need  simple taation laws full time electricity  high speed internet  honest government bank officials,CAG
9416,shouting man whats gospel gothic opera,CAG
9417,gautam gambhir said heart went losing team sunrisers hyderabad,NAG
